STATECASESID,DATE_,STATECODE,POSITIVE_,NEGATIVE,TOTALRESULTS,HOSPITILIZED_CURRENTLY,INICU_CURRENTLY,ONVENTILATOR_CUMULATIVE,RECOVERED,DATAQUALITYGRADE,DEATH,HOSPITALIZED,TOTALTESTVIRAL,NEGATIVETESTSVIRAL,POSITIVETESTSVIRAL,POSITIVECASEVIRAL,DEATHCONFIRMED,DEATHINCREASE,HOSPITALIZEDINCREASE,HASH_
8440,09-08-2020,OK,43566,650485,694051,594,223,,36052,A+,603,3605,700981,650485,49186,43566,,0,11,e74dbc9ded2156edb14feab23942b02b0b26b046
8441,09-08-2020,OR,21272,425765,693356,204,51,,4111,A+,356,1758,693356,654236,39120,19562,,1,0,b0094b4369703f1e6b954b9d615b6eb78475c9f5
8442,09-08-2020,PA,118852,1228358,1347210,600,,,90930,A+,7314,,,,,115505,,1,0,16d94ef95fef17a7e06c36bf73b086462f0c2688
8443,09-08-2020,PR,8934,305972,314906,424,79,,,B,279,,310546,303412,7002,8934,161,5,0,f7b22c3813fcd0698dfad4c068a629cc4999fa18
8444,09-08-2020,RI,19906,201584,402375,93,8,,1900,A+,1015,2311,403746,375072,28674,,,0,17,f3cc4ec0c4903e2844b6b4adcd7bb69c0f85df1c
8445,09-08-2020,SC,100435,685549,785984,1378,365,,37798,A+,2031,6153,785262,658206,127056,99713,1949,24,0,e785328824e62dc3dcd0539ee3e7661c42e819b6
8446,09-08-2020,SD,9605,111292,120897,55,,,8334,A,146,876,152416,,,,,0,5,07082a8290e2aaf1ffac26a569ae64a01dc70b50
8447,09-08-2020,TN,122712,1590408,1713120,1290,,,80997,A,1223,5304,1711319,1566388,144931,120911,1184,8,42,94729f8503cb97efcbfef5240d166c8c0b9fe76f
8448,09-08-2020,TX,486362,4217678,4704040,7437,2608,,344845,A,8459,,4704040,,669182,486362,,116,0,7efad215251c37af32bd4fcf4e00525beb430053
8449,09-08-2020,UT,44127,527717,697654,224,78,274,33914,A+,336,2620,697654,648742,48912,44127,,1,16,0fccc3b4f4d8b940b15f018c210177eed0893a98
8450,09-08-2020,VA,100086,1144172,1240339,1200,260,,12923,A+,2326,8369,,,115992,96167,2214,4,37,e0dc1677a62e234c8d43f28e2622eb6fab8bfdd6
8451,09-08-2020,VI,547,10332,10879,,,,404,C,9,,10900,,,,9,0,0,5c4ea88a6334cca001a004ee865eb5850f208be0
8452,09-08-2020,VT,1458,99083,131933,6,,,1279,B,58,,131933,,,1458,58,0,0,2a1aef3104013849d66f707a9b1aa9b30f74ddca
8453,09-08-2020,WA,65229,1138079,1202997,531,,,,B,1688,5896,,,,64948,1688,16,6,78088022930dca16b5f1ccdfa1bebaa1a4968416
8454,09-08-2020,WI,64835,993742,1401171,352,98,,50028,A+,1005,5000,,,,60554,998,2,20,d7e3cb8cf3fcc3cd5f789a8fff381c24aa614584
8455,09-08-2020,WV,7694,315378,323072,124,50,,5678,B,139,,322914,,,7536,,8,0,ffea29c4d06215c5d33f3d65ddb8c48585c7e9dd
8456,09-08-2020,WY,3050,53625,89798,17,,,2465,B,28,177,89798,87046,2752,2533,,0,0,471784d7814990eb747aa15163396be87e4ef565
8457,08-08-2020,AK,3621,269972,273593,37,,,1254,A,26,172,273593,265804,4195,,26,1,5,f284f4ea356710c356a58324769783028ceb9f82
8458,08-08-2020,AL,98387,651115,745942,1454,,661,37923,B,1735,11537,,,,94827,1674,0,0,43589f8a097c62f3dbf1c7ff2898181aa921551d
8459,08-08-2020,AR,48039,503484,551523,523,,435,40360,A,521,3223,551523,,,48039,,0,55,791057081167e7020299e3e8ec931b7937321163
8460,08-08-2020,AS,0,1396,1396,,,,,C,0,,1396,,,0,,0,0,7648f3b2f6661b0129c8c7ebd2fe5a2e54c5fd26
8461,08-08-2020,AZ,186107,830414,1443202,1659,539,,25163,A+,4137,19244,1443202,,,184804,3905,56,3,9398e9b2b888d36b105cb58dc96ccd412818cfec
8462,08-08-2020,CA,545787,8161740,8707527,6956,2038,,,B,10189,,8707527,,,545787,,178,0,750a4c01439b8fe2ec2d6d9f83b36a1aee008985
8463,08-08-2020,CO,50324,535556,791022,346,,,5507,A,1857,6602,,,,47083,1516,0,20,6208cef746472877978402443f3e0fc09b420b1d
8464,08-08-2020,CT,50320,814313,864633,65,,,8721,B,4441,10920,862658,,,48345,3558,0,0,890908def2dd0f0e330384e1cbc4cea91ad90b68
8465,08-08-2020,DC,12653,200681,213334,80,17,,10124,A+,590,,,,,,,1,0,765c1c2834172e8bc30e5d2e1650c7011a9367e7
8466,08-08-2020,DE,15502,180392,274258,36,11,,8416,A+,590,,,,19009,14502,520,2,0,078ecbe808c43516cb10f4b631c461884798d00a
8467,08-08-2020,FL,518967,3419295,5047703,6890,,,,A,8238,30639,5212309,4518861,667997,,8238,187,525,40d4fc8aab470ec75ac632fb1248e22559288d78
8468,08-08-2020,GA,213427,1584539,1815434,2878,,,,A,4186,20556,1815434,,196573,213427,,69,274,142964e55722bbf96ca728cfe11592634f1c16be
8469,08-08-2020,GU,412,24117,24529,3,1,,321,B,5,,24354,,,404,,0,0,25e8eccd4d93a59b7c90af6c79800768cbd6de65
8470,08-08-2020,HI,3115,136131,171105,102,24,,1467,C,31,231,174717,,3107,,,2,6,7ab505faa5a53c3a583dce17e24068966094f877
8471,08-08-2020,IA,48283,465264,513547,229,58,,36882,A+,925,,,,,48283,,12,0,a69c43d8249bbc06d8f38ac4eea5be21e2baa582
8472,08-08-2020,ID,23922,179049,201457,201,48,,8738,A,229,968,,,,22408,205,6,14,2454aa18594eaef723e224a965c61fb1df4860c8
8473,08-08-2020,IL,193998,2839936,3033934,1538,338,,,A,7840,,3032634,,,192698,7631,18,0,23d39179813f671c33e484fea500b7f732d45552
8474,08-08-2020,IN,73287,755179,1123961,960,284,,54068,A+,3036,9354,1123961,,78838,,2834,13,0,7a9d267436de62ed711f7ac7938c5366871afcfa
8475,08-08-2020,KS,30638,285874,316512,333,88,193,1293,A+,380,1875,,,,,,0,0,87d2c983565f9cd760a33f68e3173f31a75c937c
8476,08-08-2020,KY,34578,613857,646187,653,149,,8674,B,772,4002,646187,,,32330,767,8,27,5d2625313b026fa72585c786ff93ef8b9278ebb5
8477,08-08-2020,LA,128746,1376256,1505002,1406,,,89083,A,4207,,1505002,,,128746,4089,0,0,194f80d8d5ca5c78906259dfef528ad212f6fc78
8478,08-08-2020,MA,120711,1182033,1755478,386,68,,99021,A+,8721,12044,1755478,,149234,112173,8500,12,22,9933cb3961909d1ef592748dab5266769fc29c23
8479,08-08-2020,MD,94581,924942,1392724,515,127,,5899,A,3577,13105,1392724,,110972,94581,3440,12,58,4bedafd99c3901547b3af1df52bc393c5a39de89
8480,08-08-2020,ME,4026,182375,186401,9,4,,3504,A+,125,393,185984,180715,5053,3609,124,1,0,0ac630bb4de5ebc94d6daf60762e51a73d986c75
8481,08-08-2020,MI,96191,1978930,2075121,694,232,,63636,A+,6520,,2100848,1978930,121918,86889,6250,-4,0,5aa1180ed141e4c90720812fd5be41b85032401f
8482,08-08-2020,MN,60101,861296,1138595,309,154,,52768,A,1689,5506,,,,60101,1648,8,48,79ee09f5b084f14ffa942a9c64c16a4db15ad6d6
8483,08-08-2020,MO,57379,695361,996617,924,,,,B,1301,,996617,928188,66665,57379,,0,0,47ed3816f1f2428505e8fcf0f7b3f000119c4ceb
8484,08-08-2020,MP,48,12253,12301,,,,29,D,2,4,14419,,,48,,0,0,7a2f41df56d591af12946b0714b29a807a767b08
8485,08-08-2020,MS,66646,426944,493590,1151,334,,42391,A+,1874,4606,492386,,,65442,1812,26,29,4f0929447dbd2024b242c305d542b2072fc1a89e
8486,08-08-2020,MT,4889,183957,188846,81,,,3255,C,75,268,188846,,,4889,,5,4,2ef3dc2d668fa9985d453de3361cbbdc2f054d77
8487,08-08-2020,NC,134766,1835000,1969766,1129,335,,105093,A+,2160,,1969766,,,134766,2160,26,0,6606241b2d9d20e2feb293984d8a77f7200954c5
8488,08-08-2020,ND,7491,159859,342078,49,,,6268,C,116,414,352530,,,7491,,2,6,c9fbcafba05c3f1848f54ac81d3c77019789eec4
8489,08-08-2020,NE,28104,269434,382701,156,,,20333,A,345,1704,382701,347323,34472,28104,,5,16,018f6fc6de53611e8edeb1f1e57dcb32bbec3119
8490,08-08-2020,NH,6818,164433,257597,24,,,6049,B,419,700,257597,,,,,0,1,14edf7b348a9cfcb905c6a754e1bfd86a63a81c8
8491,08-08-2020,NJ,187006,2068363,2255369,540,94,,32956,A+,15792,21949,2252792,,,184429,14016,9,0,232fc7792c80bdc3cc6bc4b9efa0457165ef6d32
8492,08-08-2020,NM,22115,598013,620128,127,,,9262,B,681,2838,620128,,,,,6,19,f8e3624eabf1aeba71c1a40aafd3e23a1762dece
8493,08-08-2020,NV,55419,457600,695752,976,278,,,A+,949,,691615,,,55419,,29,0,79625b818f14a4a13ae8ece18f2af301dc386a7d
8494,08-08-2020,NY,420345,6023487,6443832,573,133,,73609,A,25195,89995,,,,,,5,0,275b83374e06dd756103b0e346c291ea9bc97442
8495,08-08-2020,OH,99969,1544524,1709440,936,363,,77429,B,3668,11516,1709440,,109365,94671,3396,16,69,c8d4e467d3095e9187f6aa8401571abb132460c6
8496,08-08-2020,OK,43080,650485,693565,594,223,,35745,A+,603,3594,700981,650485,49186,43080,,3,39,ae195c00c2e7af400ed091451c37c81d071a51ca
8497,08-08-2020,OR,21010,417057,691038,204,51,,4111,A+,355,1758,691038,652352,38686,19562,,7,0,7a65b97e0078fd60aadf88015b066ed7dc30e191
8498,08-08-2020,PA,118092,1214965,1333057,634,,,90930,A+,7313,,,,,114755,,16,0,b9dff284104c52e84388dc2bb40bfccdebae9b19
8499,08-08-2020,PR,8573,305972,314545,399,77,,,B,274,,310546,303412,7002,8573,158,9,0,1cda80948a34ca734b3fab4beeeab82975a6ca33
8500,08-08-2020,RI,19832,200133,398976,82,9,,1895,A+,1015,2294,400407,371831,28576,,,1,18,854b1b904f743ccce0e7b0f229f45e0616ad8aa9
8501,08-08-2020,SC,99460,678615,778075,1402,357,,37798,A+,2007,6153,777358,651353,126005,98743,1931,45,0,5f0bbd17397b117d6e2cf023035eee3c1e1a5568
8502,08-08-2020,SD,9477,110510,119987,48,,,8307,A,146,871,151085,,,,,2,5,de455de654a39a2af172a1f1052a502858798d56
8503,08-08-2020,TN,120585,1564901,1685486,1393,,,80340,A,1215,5262,1683722,1541272,142450,118821,1176,9,72,79478ba91de775c34cd4df304e762e5dc2111fb7
8504,08-08-2020,TX,481483,4201384,4682867,7872,2730,,338343,A,8343,,4682867,,666361,481483,,247,0,38512b4d7f57556ce7e066ac507229fc166216f9
8505,08-08-2020,UT,43751,523627,691597,222,77,272,33115,A+,335,2604,691597,643020,48577,43751,,0,26,7a85b6b725e0025761f5c6e18220561b9668613a
8506,08-08-2020,VA,99189,1123839,1219165,1258,271,,12843,A+,2322,8332,,,115088,95326,2211,5,51,53e661f18cd1f046fdee4435b633ccb4997e531a
8507,08-08-2020,VI,528,10091,10619,,,,404,C,9,,10643,,,,9,0,0,63d89ceeae601d5880a6a97be91f1ebb52ff204c
8508,08-08-2020,VT,1453,98330,130464,8,,,1272,B,58,,130464,,,1453,58,0,0,b7ccb6380e7a7a47144ab6cbb4ead3b738875528
8509,08-08-2020,WA,64555,1133284,1198007,551,,,,B,1672,5890,,,,64287,1672,19,16,5cb2a02e962e07dd22b3ad1fc22701886855ec3f
8510,08-08-2020,WI,64213,986945,1387228,338,104,,49283,A+,1003,4980,,,,59933,996,6,50,8f5041cd34f3f9a26551d9f599787274447b6e57
8511,08-08-2020,WV,7563,310357,317920,121,46,,5609,B,131,,317763,,,7406,,4,0,08c47404a6c03bae501337d5c85ca2cf12c5c169
8512,08-08-2020,WY,3013,53625,89414,17,,,2462,B,28,177,89414,86671,2743,2498,,0,1,7723ee331e6bb8c97b6e3c41e7a1ffe4880d3832
8513,07-08-2020,AK,3542,265309,268851,37,,,1238,A,25,167,268851,261152,4124,,25,0,3,3ffa966f9d1f8bc2cf7f67723fb311b62410bf39
8514,07-08-2020,AL,98301,651115,745942,1403,,658,37923,B,1735,11537,,,,94827,1674,21,224,831f708cdddda837dd96cd4cdb86cf87535bb856
8515,07-08-2020,AR,48039,503484,551523,514,,429,40360,A,521,3168,551523,,,48039,,6,50,bacea02ae4f7cd01f5ffed11bd733cee79571a9f
8516,07-08-2020,AS,0,1396,1396,,,,,C,0,,1396,,,0,,0,0,e88228e12bd7cda6ac682845d7104297300b9e29
8517,07-08-2020,AZ,185053,819792,1428778,1772,565,,24815,A+,4081,19241,1428778,,,183791,3860,79,5173,73ac79bfaff23bb82489776806100c41e6088d92
8518,07-08-2020,CA,538416,8058466,8596882,7277,1978,,,B,10011,,8596882,,,538416,,142,0,5e5661435f17561846aa78b1e49decf800287066
8519,07-08-2020,CO,49893,529238,779670,317,,,5490,A,1857,6582,,,,46656,1516,5,10,6d110a955e13a0b1d51e749f62696b6bfa441c1d
8520,07-08-2020,CT,50320,814313,864633,65,,,8721,B,4441,10920,862658,,,48345,3558,4,0,982a4abf01ed2c2ff640d9b1f71e2cd6b3fb1b4d
8521,07-08-2020,DC,12589,196136,208725,90,18,,10118,A+,589,,,,,,,2,0,c07e4f8bd45ab1dbb7b9169c71ef4073ebf0ba77
8522,07-08-2020,DE,15445,179339,270321,37,15,,8392,A+,588,,,,18915,14447,518,1,0,afa258e0075efefee1321709ac48ec6131ef9c82
8523,07-08-2020,FL,510624,3378864,4964316,7144,,,,A,8051,30114,5135173,4453694,656841,,8051,180,599,4d9eee69b005308aaa0ed2d15a8befd6c4a8db99
8524,07-08-2020,GA,209004,1544125,1775573,2981,,,,A,4117,20282,1775573,,192226,209004,,91,280,0c551926f8de92e30c5cfec3ccb319ab36d001ee
8525,07-08-2020,GU,411,23951,24362,3,1,,321,B,5,,24354,,,403,,0,0,494d7f039289c9a1740687a22ef89d502b70023a
8526,07-08-2020,HI,2914,132370,168130,117,21,,1440,C,29,225,172699,,2893,,,2,11,4227e68312e4dfae3b56f5275264fdf2eef4501c
8527,07-08-2020,IA,47865,460835,508700,223,65,,36322,A+,913,,,,,47865,,5,0,68cbad3d1b8b3dbff9ece8388615c8538db0c54f
8528,07-08-2020,ID,23399,175301,197217,242,42,,8486,A,223,954,,,,21916,199,6,23,8aa7e62b71a0606cef0e7d0c6df23b76c1ce45f3
8529,07-08-2020,IL,191808,2794110,2985918,1486,333,,,A,7822,,2984618,,,190508,7613,31,0,6a690a2997fcbe8fc1c328168c796abed3277ed8
8530,07-08-2020,IN,72254,744850,1103047,990,295,,54068,A+,3023,9354,1103047,,77694,,2821,10,87,984543f773b354ca1c7c469e18f9bce6db678368
8531,07-08-2020,KS,30638,285874,316512,333,88,193,1293,A+,380,1875,,,,,,12,54,8899e145efb8cf54ff9cd1f1b69ffe37570c4441
8532,07-08-2020,KY,33796,608198,639833,717,136,,8589,B,764,3975,639833,,,31635,760,4,51,6bad41201267c091e68edc2b4fc1944f1ef75712
8533,07-08-2020,LA,128746,1376256,1505002,1406,,,89083,A,4207,,1505002,,,128746,4089,61,0,9979ed7dec75ad39efb8cb4faef9c9985c8f2969
8534,07-08-2020,MA,120291,1165764,1743447,390,69,,99021,A+,8709,12022,1743447,,149046,111853,8488,18,15,9a873de2242549ff4868c3fb934107e1d0866cb0
8535,07-08-2020,MD,93806,913018,1371917,528,135,,5838,A,3565,13047,1371917,,110068,93806,3429,14,69,d05f4735102782e3d93313852bd797b06496ca12
8536,07-08-2020,ME,4014,179708,183722,10,5,,3479,A+,124,393,183307,178061,5034,3599,123,0,3,0d34e1b2b9a9d903beef8b9b1620655200412e90
8537,07-08-2020,MI,95470,1941125,2036595,694,232,,60022,A+,6524,,2061956,1941125,120831,86191,6247,18,0,89d26dc56e8465e40d37a837637d3561d325fce9
8538,07-08-2020,MN,59185,851086,1121299,300,155,,51940,A,1681,5458,,,,59185,1640,4,37,f5233b79550b666d458c1de9f9ac18e55aa8ce11
8539,07-08-2020,MO,57379,695361,996617,930,,,,B,1301,,996617,928188,66665,57379,,21,0,5c63f9e34861c586f9e99b3da90561bdae7d5b9f
8540,07-08-2020,MP,47,12254,12301,,,,29,D,2,4,14419,,,47,,0,0,84f82cb3452ef8ecf487da32f575a39e5cb6f602
8541,07-08-2020,MS,65436,421776,487212,1136,335,,42391,A+,1848,4577,486071,,,64295,1793,23,66,72489ee6eba545eb5343233805a00af967de4ace
8542,07-08-2020,MT,4757,182999,187756,84,,,3122,C,70,264,187756,,,4757,,5,5,3f083f92dc4cafe43366305a37c97a52a9d41157
8543,07-08-2020,NC,132812,1807000,1939812,1123,339,,105093,A+,2134,,1939812,,,132812,2134,42,0,90f531c905257835a3dfd699103b2fd28ac10129
8544,07-08-2020,ND,7312,158374,336501,48,,,6164,C,114,408,346657,,,7312,,1,8,42d5e5c6d931cd766b1e22cf00b8aeed2bb8c013
8545,07-08-2020,NE,27821,266081,378945,151,,,20176,A,340,1688,378945,343825,34224,27821,,5,7,b60c6ecdc047abdabb6679fd08bf4317e8a35edb
8546,07-08-2020,NH,6742,161723,254522,21,,,5941,B,419,699,254522,,,,,1,1,11d84ea7160284deb75829bfb2845fed8229b2da
8547,07-08-2020,NJ,186595,2068731,2255326,551,120,,32956,A+,15783,21949,2252792,,,184061,14007,11,384,695938b38265291cb446ce3d6e65242b8adcefce
8548,07-08-2020,NM,21965,590889,612854,132,,,9166,B,675,2819,612854,,,,,6,16,3477f3d8b6732b39f571ee046c98bc9ff6ce8ae7
8549,07-08-2020,NV,54533,452465,687621,1035,289,,,A+,920,,679482,,,54533,,20,0,33a186e720af1506ccb23ed9e38811f6896bcac9
8550,07-08-2020,NY,419642,5949333,6368975,579,139,,73530,A,25190,89995,,,,,,5,0,8c9e5d4af76e0cf49d479dcb2629bcfd05124d2b
8551,07-08-2020,OH,98675,1524420,1685128,956,334,,75975,B,3652,11447,1685128,,108042,93402,3381,34,81,876d03fcad41fed4e0ec922b4295d5058357210f
8552,07-08-2020,OK,42255,643560,685815,561,216,,35001,A+,600,3555,693309,643560,48461,42255,,7,58,6f188bca7540bd918221c59dc63e97f5436c6ec8
8553,07-08-2020,OR,20636,417057,688480,204,51,,4111,A+,348,1758,688480,650249,38231,19562,,9,15,f9514ae683784c75b2127513399c95b93ac182bc
8554,07-08-2020,PA,117279,1199620,1316899,651,,,90304,A+,7297,,,,,113969,,15,0,bea0ccfeb97dd9a1a41b33bcaa80933fb72e5b96
8555,07-08-2020,PR,8230,305972,314202,440,73,,,B,265,,310546,303412,7002,8230,149,7,0,810918c0c17c2413a8261c4382e13538a976547a
8556,07-08-2020,RI,19738,198235,394749,84,10,,1876,A+,1014,2276,395798,367327,28471,,,0,12,706faa10f3839146eae93efaf14371e84f4f5d6e
8557,07-08-2020,SC,98219,669742,767961,1415,358,,37798,A+,1962,6153,767296,642972,124324,97554,1883,19,354,98c34b047b1db96175592de753c7630675094414
8558,07-08-2020,SD,9371,109356,118727,47,,,8244,A,144,866,149344,,,,,3,5,8c3599b596dc637a2c8e3b2dfd5d32a15d553cbe
8559,07-08-2020,TN,118782,1543250,1662032,1406,,,79357,A,1206,5190,1660337,1520171,140166,117087,1167,20,81,f843ea7104a8f2a952eff3564afb3465920a2d98
8560,07-08-2020,TX,474524,4171152,4645676,8065,2742,,331668,A,8096,,4645676,,661709,474524,,293,0,2cdaa3290df81132816746ed9bacb85e1d1a8595
8561,07-08-2020,UT,43375,519364,685120,234,81,269,32371,A+,335,2578,685120,636994,48126,43375,,5,24,643f47e30fc4fc2d15fb92593d2835b0d7cf7dd2
8562,07-08-2020,VA,97882,1110863,1205004,1372,284,,12725,A+,2317,8281,,,113903,94141,2208,18,98,6407dde8e1a81781b8828e3fc9b20e1e69578fc5
8563,07-08-2020,VI,522,9977,10499,,,,398,C,9,,10520,,,,9,0,0,c6af16ff8f71511efd170c48333166155f1bc712
8564,07-08-2020,VT,1447,97540,129262,6,,,1260,B,58,,129262,,,1447,58,0,0,0f8b251074aa63e9ecbd021fcaf0eae5916594f7
8565,07-08-2020,WA,63823,1124308,1188665,505,,,,B,1653,5874,,,,63567,1653,29,34,9488b3d0885da53edfa7465e2932b158f66a3cfb
8566,07-08-2020,WI,63028,974948,1369431,350,121,,48244,A+,997,4930,,,,58768,990,12,49,70a32bb1b4cf77ed08349adc3d1729f19762db9a
8567,07-08-2020,WV,7433,305244,312677,122,46,,5510,B,127,,312521,,,7277,,3,0,b9de812d89fcd9746eea70a4469daa6761e9a0bb
8568,07-08-2020,WY,3000,53625,88959,17,,,2420,B,28,176,88959,86224,2735,2490,,1,5,04e9a9dc3a059d4dc2542adb2e06e1db2c9ab8c2
8569,06-08-2020,AK,3487,258085,261572,42,,,1220,A,25,164,261572,253987,4024,,25,0,3,5c34b46e8af8ab3dc6edfed4d1b1fa3d60c13c7d
8570,06-08-2020,AL,96592,643192,736594,1613,,654,37923,B,1714,11313,,,,93402,1654,19,213,7f0a5a6f4f819151c958b24b58b0dc69fea3cc28
8571,06-08-2020,AR,47028,492808,539101,514,,424,39555,A,515,3118,539101,,,47028,,7,0,8edbb401cd4015fc28d4d17639d83d6ad27d6303
8572,06-08-2020,AS,0,1396,1396,,,,,C,0,,1396,,,0,,0,0,2bb8eb10f133a69a8907fb5727466be68f517715
8573,06-08-2020,AZ,183647,812217,1414087,1879,593,,24531,A+,4002,14068,1414087,,,182408,3786,70,509,909b3cb9e0f951bff3690c2242eebeed2a53a393
8574,06-08-2020,CA,529980,7970483,8500463,7485,2026,,,B,9869,,8500463,,,529980,,166,0,f33862dc12ff0f078e301331a8553be32ff7eb29
8575,06-08-2020,CO,49436,521927,766473,317,,,5490,A,1852,6572,,,,46200,1511,1,36,c748fcbe72381015375fc4258e8a39bc033cbb24
8576,06-08-2020,CT,50245,806853,857098,66,,,8721,B,4437,10920,855126,,,48273,3555,0,113,295bef152fcbf2b835d672e5d2c714189f6fafe4
8577,06-08-2020,DC,12518,193465,205983,98,23,,10094,A+,587,,,,,,,0,0,7576d47703079e963be9badf2f53d9f941c55f38
8578,06-08-2020,DE,15365,177338,267521,45,15,,8365,A+,587,,,,18853,14368,517,0,0,0857763a1ec08e3194c25a1a733f686698841e68
8579,06-08-2020,FL,503083,3346974,4890559,7459,,,,A,7871,29515,5073879,4403366,646583,,7871,120,559,4e64681f2ae40c360a85f02e339d8d8be4cc6812
8580,06-08-2020,GA,204895,1519867,1751975,3006,,,,A,4026,20002,1751975,,188992,204895,,42,214,9a21991914f61ca711c8c8411e48084fefbdd069
8581,06-08-2020,GU,397,23480,23877,3,1,,321,B,5,,23869,,,389,,0,0,606a8426df028e71d5bf55b40d99263e0eff4b36
8582,06-08-2020,HI,2763,132146,164727,83,15,,1402,C,27,214,168422,,2717,,,0,6,6e79e60e56cd85e9ec984226f3a28afb86830a83
8583,06-08-2020,IA,47361,455759,503120,237,68,,35548,A+,908,,,,,47361,,9,0,8100f42cbc5392c2c35985bc1bf0087906c0cebc
8584,06-08-2020,ID,22707,171886,193154,242,42,,8207,A,217,931,,,,21268,194,7,25,cae70e4e64cc363be496b99fe3efba7d82a81ea0
8585,06-08-2020,IL,189705,2749325,2939030,1517,346,,,A,7791,,2937749,,,188424,7594,21,0,3d3c23c0b0cf1bf5fe71b24ba8399b7a3ecca916
8586,06-08-2020,IN,71015,733330,1083179,1009,301,,53301,A+,3013,9267,1083179,,76537,,2811,6,119,6581e99f597ed9faa30612a9e01ee8d1c211ae56
8587,06-08-2020,KS,29717,279001,308718,358,78,190,1254,A+,368,1821,,,,,,0,0,cc49d9d528cc92743fee904cb672ce7d2dc8c545
8588,06-08-2020,KY,33254,599190,630336,701,140,,8523,B,760,3924,630336,,,31146,756,8,21,ff4a096ed8cc820e1d7458d9b9f6a42d9b705005
8589,06-08-2020,LA,127246,1357726,1484972,1457,,,89083,A,4146,,1484972,,,127246,4028,50,0,1123267825d96eae4c40b0d6c4e968d15889d0fc
8590,06-08-2020,MA,119874,1151344,1721559,403,73,,99021,A+,8691,12007,1721559,,148701,111533,8470,32,14,b222859bf7885495a800ebef8e9fae52b2f78fc7
8591,06-08-2020,MD,93005,899136,1343334,535,139,,5790,A,3551,12978,1343334,,109142,93005,3415,15,56,8c945b56e3c779070a74d1dff16b7b1fa6fe323d
8592,06-08-2020,ME,3997,176919,180916,11,3,,3475,A+,124,390,180501,175279,5010,3582,123,0,0,a0f30f5453973644616c6194c704f1083436c165
8593,06-08-2020,MI,94656,1911922,2006578,694,232,,60022,A+,6506,,2031654,1911922,119732,85429,6247,28,0,726f5462cfb207b281282fdf0119b93a877e22ea
8594,06-08-2020,MN,58640,840840,1105094,319,153,,51604,A,1677,5421,,,,58640,1636,7,48,3e840cd309e79b2ce47729ed3ee72ea0a21a535b
8595,06-08-2020,MO,56383,685928,968131,966,,,,B,1280,,968131,901518,64892,56383,,8,0,f83cedb52abe1abc92cd53d8fb38a4feaa2c4262
8596,06-08-2020,MP,47,12254,12301,,,,29,D,2,4,14419,,,47,,0,0,d87cebc2373c01c8a4bc3f1dbfb5e041088a30d6
8597,06-08-2020,MS,64400,418141,482541,1184,337,,42391,A+,1825,4511,481443,,,63302,1772,21,39,bb362e83d6a7e171d465298c8dac347d494e0d51
8598,06-08-2020,MT,4602,181213,185815,87,,,2964,C,65,259,185815,,,4602,,0,11,c6ef4c541f5599ca8cc7faefee81eef4df1a7b1c
8599,06-08-2020,NC,131267,1773483,1904750,1147,333,,105093,A+,2092,,1904750,,,131267,2092,42,0,5db1e2565992a255bd5de472f195c2b5ff6edf85
8600,06-08-2020,ND,7163,156542,331004,46,,,5949,C,113,400,340933,,,7163,,1,6,e50b72c1c22db32bf901bfe133349b31ad061e02
8601,06-08-2020,NE,27489,262692,373143,148,,,19885,A,335,1681,373143,338496,33756,27489,,3,37,2006e4c9710dab5defa8e3425ed624b7b17f175e
8602,06-08-2020,NH,6719,160688,251509,20,,,5923,B,418,698,251509,,,,,0,0,224c2fd72021eae6eb7611983515bf42bddf8a89
8603,06-08-2020,NJ,186192,2046544,2232736,754,129,,32811,A+,15772,21565,2230245,,,183701,13996,7,0,78100bbed2e08dee4b1c53d3f8603f86f536ee44
8604,06-08-2020,NM,21773,582609,604382,138,,,8950,B,669,2803,604382,,,,,2,22,6a26bcc7091617947005081c71cd45279c84673a
8605,06-08-2020,NV,53557,446638,680168,1117,307,,,A+,900,,666990,,,53557,,10,0,a1b709962bf9b77a50843f11840f3df2ee1f5b0f
8606,06-08-2020,NY,418928,5879877,6298805,570,132,,73472,A,25185,89995,,,,,,6,0,0c9280218ab04154efdb655a69f7d4f546273d54
8607,06-08-2020,OH,97471,1500568,1660752,979,342,,74612,B,3618,11366,1660752,,106823,92273,3348,22,135,96f147069c998c7f5033420221e348ebb7371afe
8608,06-08-2020,OK,41401,633252,674653,643,216,,34320,A+,593,3497,681848,633252,47329,41401,,10,52,d57c3f08c8f786cd37014947582d680c80f76c3c
8609,06-08-2020,OR,20225,412037,681991,230,58,,4065,A+,339,1743,681991,644351,37640,19162,,1,17,b34000a987dcadc7425c50a3252551285468c9bb
8610,06-08-2020,PA,116521,1183730,1300251,663,,,88555,A+,7282,,,,,113241,,38,0,9f23d1a9ca7e11d7b1de7338d4efead8cc4186e6
8611,06-08-2020,PR,7824,305972,313796,456,76,,,B,258,,310546,303412,7002,7824,144,12,0,521f08419a62524fc8df533c4c405fc58421bcd8
8612,06-08-2020,RI,19611,196112,389969,83,11,,1866,A+,1014,2264,390478,362179,28299,,,2,16,be2fce17083f4dcb38248e3092b697dfa9fbe044
8613,06-08-2020,SC,96797,659348,756145,1492,356,,32859,A+,1943,5799,755480,633202,122278,96132,1863,49,0,43c95d94739b831165773615336c515b0f47715c
